source_system_a,source_id_a,entity_name_a,source_system_b,source_id_b,entity_name_b,address_similarity,name_similarity,geographic_proximity,confidence,outcome
sales_records,SR-1163,Hearthstone Holdings,debt_records,DBT-2024-198,Amberleaf Holdings LP,0.5674,0.562,,0.565,review_queue
sales_records,SR-1236,Valley Forge Partners Partners,debt_records,DBT-2024-127,Kestrel Partners Inc,0.6545,0.4529,,0.5649,review_queue
sales_records,SR-1214,Pinnacle Logistics,debt_records,DBT-2024-078,Silverline Residential Group,0.7733,0.3043,,0.5649,review_queue
sales_records,SR-1005,Rosewood Partners LP,debt_records,DBT-2023-274,Ridgeline Fund Partners,0.55,0.5833,,0.5648,review_queue
sales_records,SR-1364,Vantage Point Partners,debt_records,DBT-2024-364,Windermere Properties LLC,0.6571,0.4493,,0.5647,review_queue
sales_records,SR-1073,Blackthorn Retail,debt_records,DBT-2024-150,Crestpoint Retail Group,0.5765,0.55,,0.5647,review_queue
sales_records,SR-1395,Overlook Capital Fund,debt_records,DBT-2024-271,Overlook Residential,0.5091,0.6341,,0.5647,review_queue
sales_records,SR-1193,Driftwood Group,debt_records,DBT-2023-392,Stonebridge Group LP,0.5818,0.5432,,0.5646,review_queue
sales_records,SR-1088,Falcon Creek Logistics,debt_records,DBT-2024-147,Canyon Point Ventures Inc,0.7375,0.3485,,0.5646,review_queue
sales_records,SR-1178,Ashgrove Partners,debt_records,DBT-2024-371,Underhill Holdings Partners,0.6526,0.4545,,0.5646,review_queue
sales_records,SR-1122,Quarrystone Capital,debt_records,DBT-2024-191,Union Pacific Fund,0.7568,0.3243,,0.5646,review_queue
sales_records,SR-1001,Falcon Creek Commercial,debt_records,DBT-2023-277,Pinecrest Partners LLC,0.7385,0.3471,,0.5645,review_queue
sales_records,SR-1273,Northgate Ventures,debt_records,DBT-2024-228,Prairie Wind Industrial,0.7429,0.3415,,0.5645,review_queue
sales_records,SR-1134,Marlin Bay Office Partners,debt_records,DBT-2024-024,Bayshore Retail,0.7429,0.3415,,0.5645,review_queue
sales_records,SR-1129,Crestpoint Holdings LLC,debt_records,DBT-2023-275,Birchwood Development Group,0.7805,0.2946,,0.5645,review_queue
sales_records,SR-1368,Vantage Point Residential Inc,debt_records,DBT-2024-266,Stonebridge Capital LLC,0.6842,0.4147,,0.5644,review_queue
sales_records,SR-1061,Thornfield Development,debt_records,DBT-2024-239,Sable Point Development Fund,0.6,0.52,,0.5644,review_queue
sales_records,SR-1300,Ashgrove Commercial Group,debt_records,DBT-2024-090,Larkspur Realty LP,0.7529,0.3288,,0.5644,review_queue
sales_records,SR-1284,Twin Rivers Industrial,debt_records,DBT-2023-139,Ridgeline Investors Fund,0.6333,0.4783,,0.5644,review_queue
sales_records,SR-1146,Bayshore Properties,debt_records,DBT-2024-214,Union Pacific Realty Partners,0.7158,0.375,,0.5643,review_queue
sales_records,SR-1292,Hollow Creek Commercial,debt_records,DBT-2024-332,Lakeshore Office,0.8105,0.2564,,0.5642,review_queue
sales_records,SR-1256,Greystone Residential LLC,debt_records,DBT-2024-343,Stonebridge Development Inc,0.6154,0.5,,0.5641,review_queue
sales_records,SR-1040,Grayson Commercial,debt_records,DBT-2024-103,Hearthstone Development Inc,0.7,0.3941,,0.564,review_queue
sales_records,SR-1334,Harborview Office,debt_records,DBT-2024-120,Hearthstone Commercial Fund,0.7243,0.3636,,0.564,review_queue
sales_records,SR-1364,Vantage Point Partners,debt_records,DBT-2023-235,Lakeshore Properties,0.6341,0.4762,,0.5639,review_queue
sales_records,SR-1016,Ember Ridge Capital Inc,debt_records,DBT-2024-003,Prairie Wind Fund,0.7429,0.34,,0.5638,review_queue
sales_records,SR-1372,Lakeshore Partners Partners,debt_records,DBT-2024-205,Vantage Point Trust Inc,0.8,0.2685,,0.5638,review_queue
sales_records,SR-1198,Foundry Square Commercial,debt_records,DBT-2024-357,Steelyard Commercial Fund,0.5667,0.56,,0.5637,review_queue
sales_records,SR-1185,Crestpoint Properties,debt_records,DBT-2024-009,Oakwood Residential Group,0.6667,0.4348,,0.5636,review_queue
sales_records,SR-1319,Pinnacle Industrial,debt_records,DBT-2024-132,Birchwood Commercial Group,0.7652,0.3111,,0.5634,review_queue
sales_records,SR-1101,Stonebridge Realty LP,debt_records,DBT-2024-308,Brightline Retail,0.5714,0.5534,,0.5634,review_queue
sales_records,SR-1006,Zenith Point Capital Inc,debt_records,DBT-2024-147,Canyon Point Ventures Inc,0.6333,0.4757,,0.5633,review_queue
sales_records,SR-1251,Underhill Office,debt_records,DBT-2024-291,Pinecrest Capital Inc,0.73,0.3548,,0.5632,review_queue
sales_records,SR-1143,Windermere Partners Inc,debt_records,DBT-2023-139,Ridgeline Investors Fund,0.7349,0.3485,,0.5632,review_queue
sales_records,SR-1273,Northgate Ventures,debt_records,DBT-2024-012,Quailridge Capital Inc,0.8,0.2667,,0.563,review_queue
sales_records,SR-1007,Coastal Bend Ventures,debt_records,DBT-2024-301,Ferngate Capital Partners,0.7,0.3913,,0.5628,review_queue
sales_records,SR-1389,Lakeshore Residential LLC,debt_records,DBT-2024-391,Delta Ridge Retail Partners,0.73,0.3538,,0.5628,review_queue
sales_records,SR-1173,Fairview Trust,debt_records,DBT-2024-003,Prairie Wind Fund,0.6,0.5161,,0.5627,review_queue
sales_records,SR-1366,Hollow Creek Investors,debt_records,DBT-2024-267,Willowbrook Office Partners,0.6211,0.4898,,0.5627,review_queue
sales_records,SR-1035,Kestrel Holdings,debt_records,DBT-2023-134,Maple Crest Residential Fund,0.722,0.3636,,0.5627,review_queue
sales_records,SR-1036,Overlook Commercial Partners,debt_records,DBT-2024-093,Bluepeak Office Partners,0.5818,0.5385,,0.5626,review_queue
sales_records,SR-1036,Overlook Commercial Partners,debt_records,DBT-2024-401,Bluepeak Office Partners,0.5818,0.5385,,0.5626,review_queue
sales_records,SR-1199,Brightline Ventures,debt_records,DBT-2023-109,Stonebridge Realty,0.6667,0.4324,,0.5626,review_queue
sales_records,SR-1215,Ashford Logistics,debt_records,DBT-2024-255,Amberleaf Office Inc,0.7805,0.2899,,0.5625,review_queue
sales_records,SR-1329,Coastal Bend Fund LP,debt_records,DBT-2024-066,Windermere Fund Fund,0.6769,0.4195,,0.5625,review_queue
sales_records,SR-1024,Silverpine Group,debt_records,DBT-2024-006,Coastal Bend Ventures,0.7529,0.3243,,0.5624,review_queue
sales_records,SR-1034,Grayson Industrial,debt_records,DBT-2024-325,Amberleaf Realty,0.73,0.3529,,0.5624,review_queue
sales_records,SR-1054,Oakwood Industrial,debt_records,DBT-2024-380,Crestpoint Investors,0.7176,0.3684,,0.5624,review_queue
sales_records,SR-1340,Zenith Point Retail LLC,debt_records,DBT-2023-162,Thornfield Office LP,0.7333,0.3488,,0.5624,review_queue
sales_records,SR-1236,Valley Forge Partners Partners,debt_records,DBT-2024-111,Nightingale Partners Fund,0.6049,0.5091,,0.5623,review_queue
sales_records,SR-1136,Ironbridge Partners LP,debt_records,DBT-2024-010,Delta Ridge Properties Inc,0.5946,0.522,,0.5623,review_queue
sales_records,SR-1230,Blackthorn Ventures,debt_records,DBT-2024-149,Bayshore Capital,0.6919,0.4,,0.5622,review_queue
sales_records,SR-1389,Lakeshore Residential LLC,debt_records,DBT-2024-036,Copper Basin Residential Inc,0.52,0.6148,,0.5621,review_queue
sales_records,SR-1232,Summit Bay Investors Inc,debt_records,DBT-2023-341,Cascade Investors Group,0.5667,0.5562,,0.562,review_queue
sales_records,SR-1337,Cascade Capital,debt_records,DBT-2024-033,Cascade Group Inc,0.5231,0.6107,,0.562,review_queue
sales_records,SR-1141,Amberleaf Properties,debt_records,DBT-2024-170,Larkspur Logistics Fund,0.7512,0.3256,,0.562,review_queue
sales_records,SR-1047,Stonebridge Holdings,debt_records,DBT-2024-272,Greystone Residential,0.6211,0.4878,,0.5619,review_queue
sales_records,SR-1175,Hollow Creek Partners,debt_records,DBT-2024-177,Bluepeak Commercial,0.8114,0.25,,0.5619,review_queue
sales_records,SR-1096,Ferngate Residential,debt_records,DBT-2024-017,Quailridge Holdings Inc,0.8235,0.2347,,0.5618,review_queue
sales_records,SR-1366,Hollow Creek Investors,debt_records,DBT-2024-088,Birchwood Ventures,0.731,0.35,,0.5617,review_queue
sales_records,SR-1368,Vantage Point Residential Inc,debt_records,DBT-2024-021,Yellowpine Ventures,0.8,0.2636,,0.5616,review_queue
sales_records,SR-1219,Birchwood Residential LLC,debt_records,DBT-2024-193,Zenith Point Properties,0.8,0.2636,,0.5616,review_queue
sales_records,SR-1184,Hearthstone Group,debt_records,DBT-2024-393,Northgate Holdings Fund,0.6909,0.4,,0.5616,review_queue
sales_records,SR-1376,Bayshore Group,debt_records,DBT-2024-345,Bluepeak Retail Group,0.5538,0.5714,,0.5616,review_queue
sales_records,SR-1017,Ashgrove Residential,debt_records,DBT-2024-006,Coastal Bend Ventures,0.7375,0.3415,,0.5615,review_queue
sales_records,SR-1328,Rosewood Logistics,debt_records,DBT-2024-288,Driftwood Properties Group,0.6471,0.4545,,0.5615,review_queue
sales_records,SR-1364,Vantage Point Partners,debt_records,DBT-2024-043,Crestpoint Development Fund,0.6842,0.4082,,0.5615,review_queue
sales_records,SR-1306,Valley Forge Retail Group,debt_records,DBT-2024-050,Lakeshore Fund Partners,0.7771,0.2917,,0.5614,review_queue
sales_records,SR-1047,Stonebridge Holdings,debt_records,DBT-2024-198,Amberleaf Holdings LP,0.52,0.6131,,0.5614,review_queue
sales_records,SR-1169,Larkspur Logistics,debt_records,DBT-2024-165,Amberleaf Ventures Inc,0.7652,0.3067,,0.5614,review_queue
sales_records,SR-1154,Cascade Logistics,debt_records,DBT-2024-336,Maple Crest Holdings,0.7077,0.3784,,0.5613,review_queue
sales_records,SR-1047,Stonebridge Holdings,debt_records,DBT-2024-140,Ironbridge Partners Inc,0.5756,0.5431,,0.5612,review_queue
sales_records,SR-1176,Pinecrest Group Inc,debt_records,DBT-2024-349,Quarrystone Group LLC,0.61,0.5,,0.5611,review_queue
sales_records,SR-1135,Quarrystone Holdings,debt_records,DBT-2024-360,Greystone Commercial LP,0.6211,0.486,,0.5611,review_queue
sales_records,SR-1340,Zenith Point Retail LLC,debt_records,DBT-2024-073,Blackthorn Retail Fund,0.5818,0.5353,,0.5611,review_queue
sales_records,SR-1191,Quailridge Trust,debt_records,DBT-2024-199,Ridgeline Partners LP,0.6,0.5122,,0.561,review_queue
sales_records,SR-1285,Bluepeak Holdings,debt_records,DBT-2024-371,Underhill Holdings Partners,0.6462,0.4545,,0.561,review_queue
sales_records,SR-1163,Hearthstone Holdings,debt_records,DBT-2024-078,Silverline Residential Group,0.8098,0.25,,0.561,review_queue
sales_records,SR-1385,Timberlake Logistics,debt_records,DBT-2024-268,Ember Ridge Trust Inc,0.6462,0.4546,,0.561,review_queue
sales_records,SR-1055,Ferngate Holdings,debt_records,DBT-2024-216,Fairview Capital Inc,0.7429,0.3332,,0.5608,review_queue
sales_records,SR-1341,Quarrystone Realty,debt_records,DBT-2024-330,Silverline Partners Inc,0.76,0.3117,,0.5608,review_queue
sales_records,SR-1022,Ferngate Realty,debt_records,DBT-2024-298,Greystone Retail LLC,0.6154,0.4925,,0.5608,review_queue
sales_records,SR-1377,Larkspur Trust,debt_records,DBT-2024-268,Ember Ridge Trust Inc,0.6154,0.4925,,0.5608,review_queue
sales_records,SR-1155,Vantage Point Fund,debt_records,DBT-2024-121,Cornerstone Partners Fund,0.6,0.5116,,0.5607,review_queue
sales_records,SR-1202,Millbrook Capital,debt_records,DBT-2024-193,Zenith Point Properties,0.8091,0.25,,0.5606,review_queue
sales_records,SR-1124,Timberlake Industrial,debt_records,DBT-2023-262,Rosewood Trust,0.7805,0.2857,,0.5606,review_queue
sales_records,SR-1174,Maple Crest Trust Group,debt_records,DBT-2024-137,Marlin Bay Commercial,0.7907,0.2727,,0.5605,review_queue
sales_records,SR-1261,Ferngate Fund,debt_records,DBT-2024-161,Lakeshore Investors LP,0.7673,0.3018,,0.5604,review_queue
sales_records,SR-1033,Redwood Residential,debt_records,DBT-2024-238,Brightline Properties Group,0.8,0.2609,,0.5604,review_queue
sales_records,SR-1048,Brightline Residential,debt_records,DBT-2024-353,Hollow Creek Trust LLC,0.7243,0.3555,,0.5604,review_queue
sales_records,SR-1122,Quarrystone Capital,debt_records,DBT-2024-365,Harborview Properties Group,0.8,0.2609,,0.5604,review_queue
sales_records,SR-1361,Ironbridge Trust,debt_records,DBT-2024-003,Prairie Wind Fund,0.7176,0.3636,,0.5603,review_queue
sales_records,SR-1030,Golden Gate Holdings Partners,debt_records,DBT-2024-122,Lakeshore Ventures Partners,0.58,0.5357,,0.5603,review_queue
sales_records,SR-1272,Overlook Development Inc,debt_records,DBT-2024-298,Greystone Retail LLC,0.8,0.2606,,0.5603,review_queue
sales_records,SR-1340,Zenith Point Retail LLC,debt_records,DBT-2023-290,Twin Rivers Retail LLC,0.55,0.5732,,0.5603,review_queue
sales_records,SR-1142,Nightingale Retail LLC,debt_records,DBT-2024-140,Ironbridge Partners Inc,0.7273,0.3515,,0.5603,review_queue
sales_records,SR-1331,Oakwood Logistics,debt_records,DBT-2024-289,Rosewood Group Inc,0.627,0.4767,,0.5602,review_queue
sales_records,SR-1070,Sable Point Realty Inc,debt_records,DBT-2024-147,Canyon Point Ventures Inc,0.5714,0.546,,0.5601,review_queue
sales_records,SR-1038,Canyon Point Investors Fund,debt_records,DBT-2024-001,Ferngate Industrial,0.73,0.3478,,0.5601,review_queue
sales_records,SR-1401,Canyon Point Investors Fund,debt_records,DBT-2024-001,Ferngate Industrial,0.73,0.3478,,0.5601,review_queue
sales_records,SR-1119,Yellowpine Group,debt_records,DBT-2024-184,Birchwood Group Inc,0.6634,0.431,,0.5601,review_queue
sales_records,SR-1249,Quailridge Commercial,debt_records,DBT-2023-172,Crestpoint Commercial Inc,0.5667,0.5516,,0.56,review_queue
sales_records,SR-1175,Hollow Creek Partners,debt_records,DBT-2024-152,Copperfield Investors Partners,0.6,0.5098,,0.5599,review_queue
sales_records,SR-1304,Zenith Point Realty,debt_records,DBT-2024-043,Crestpoint Development Fund,0.625,0.4783,,0.5598,review_queue
sales_records,SR-1253,Sable Point Investors,debt_records,DBT-2024-323,Timberlake Realty Inc,0.8,0.2596,,0.5598,review_queue
sales_records,SR-1372,Lakeshore Partners Partners,debt_records,DBT-2024-095,Thornfield Ventures Group,0.7,0.3846,,0.5598,review_queue
sales_records,SR-1336,Hearthstone Retail Group,debt_records,DBT-2024-203,Sable Point Fund Group,0.6595,0.4348,,0.5596,review_queue
sales_records,SR-1363,Highland Park Partners,debt_records,DBT-2023-274,Ridgeline Fund Partners,0.5091,0.6222,,0.5594,review_queue
sales_records,SR-1248,Sable Point Partners,debt_records,DBT-2024-058,Copper Basin Partners Fund,0.5895,0.5217,,0.5594,review_queue
sales_records,SR-1018,Underhill Group,debt_records,DBT-2024-133,Juniper Bend Properties,0.67,0.4211,,0.5594,review_queue
sales_records,SR-1357,Pinecrest Residential Partners,debt_records,DBT-2024-256,Maple Crest Logistics LP,0.627,0.4749,,0.5594,review_queue
sales_records,SR-1322,Timberlake Realty,debt_records,DBT-2024-351,Copperfield Ventures,0.7474,0.3243,,0.5594,review_queue
sales_records,SR-1029,Lakeshore Holdings,debt_records,DBT-2024-236,Delta Ridge Group LLC,0.7273,0.3493,,0.5593,review_queue
sales_records,SR-1129,Crestpoint Holdings LLC,debt_records,DBT-2024-196,Zenith Point Partners,0.6211,0.4818,,0.5592,review_queue
sales_records,SR-1105,Amberleaf Industrial,debt_records,DBT-2024-045,Harborview Realty Group,0.7086,0.3721,,0.559,review_queue
sales_records,SR-1375,Crestpoint Investors Inc,debt_records,DBT-2023-187,Brightline Fund Inc,0.6927,0.3918,,0.559,review_queue
sales_records,SR-1080,Copper Basin Trust,debt_records,DBT-2024-373,Cornerstone Capital,0.7467,0.3243,,0.559,review_queue
sales_records,SR-1053,Westbrook Properties Inc,debt_records,DBT-2024-259,Palmetto Coast Office Inc,0.7714,0.2933,,0.5589,review_queue
sales_records,SR-1052,Birchwood Realty Partners,debt_records,DBT-2024-188,Silverline Realty Inc,0.6471,0.4484,,0.5588,review_queue
sales_records,SR-1385,Timberlake Logistics,debt_records,DBT-2024-167,Hearthstone Holdings Inc,0.76,0.3073,,0.5588,review_queue
sales_records,SR-1155,Vantage Point Fund,debt_records,DBT-2024-122,Lakeshore Ventures Partners,0.7568,0.3111,,0.5587,review_queue
sales_records,SR-1120,Canyon Point Properties Group,debt_records,DBT-2024-324,Ashford Residential LP,0.7652,0.3005,,0.5587,review_queue
sales_records,SR-1119,Yellowpine Group,debt_records,DBT-2024-203,Sable Point Fund Group,0.5846,0.5263,,0.5587,review_queue
sales_records,SR-1395,Overlook Capital Fund,debt_records,DBT-2024-168,Cascade Industrial Fund,0.6057,0.5,,0.5587,review_queue
sales_records,SR-1224,Larkspur Office Fund,debt_records,DBT-2024-281,Pinecrest Office Inc,0.5895,0.52,,0.5586,review_queue
sales_records,SR-1191,Quailridge Trust,debt_records,DBT-2023-141,Silverpine Office,0.7143,0.3636,,0.5584,review_queue
sales_records,SR-1124,Timberlake Industrial,debt_records,DBT-2024-254,Brightline Group LLC,0.7818,0.2792,,0.5584,review_queue
sales_records,SR-1144,Willowbrook Logistics,debt_records,DBT-2024-374,Highland Park Industrial Inc,0.6824,0.4033,,0.5584,review_queue
sales_records,SR-1070,Sable Point Realty Inc,debt_records,DBT-2024-157,Vantage Point Commercial Group,0.6049,0.5,,0.5583,review_queue
sales_records,SR-1045,Greystone Logistics,debt_records,DBT-2024-238,Brightline Properties Group,0.6919,0.3913,,0.5583,review_queue
sales_records,SR-1064,Palmetto Coast Trust,debt_records,DBT-2024-384,Pinecrest Industrial Group,0.6919,0.3913,,0.5583,review_queue
sales_records,SR-1313,Foundry Square Development Group,debt_records,DBT-2023-227,Hollow Creek Properties,0.7429,0.3273,,0.5582,review_queue
sales_records,SR-1030,Golden Gate Holdings Partners,debt_records,DBT-2024-256,Maple Crest Logistics LP,0.7545,0.3128,,0.5582,review_queue
sales_records,SR-1212,Silverpine Partners,debt_records,DBT-2024-319,Twin Rivers Fund Inc,0.7692,0.2945,,0.5582,review_queue
sales_records,SR-1386,Willowbrook Investors,debt_records,DBT-2024-258,Ashford Investors Fund,0.5579,0.5581,,0.558,review_queue
sales_records,SR-1278,Juniper Bend Trust,debt_records,DBT-2024-304,Westbrook Commercial Partners,0.8,0.2553,,0.5579,review_queue
sales_records,SR-1006,Zenith Point Capital Inc,debt_records,DBT-2024-069,Sable Point Realty LLC,0.5846,0.5245,,0.5579,review_queue
sales_records,SR-1007,Coastal Bend Ventures,debt_records,DBT-2024-043,Crestpoint Development Fund,0.7375,0.3333,,0.5579,review_queue
sales_records,SR-1273,Northgate Ventures,debt_records,DBT-2024-064,Foundry Square Logistics LLC,0.7467,0.3217,,0.5578,review_queue
sales_records,SR-1167,Ironwood Industrial,debt_records,DBT-2023-240,Willowbrook Capital,0.625,0.4737,,0.5578,review_queue
sales_records,SR-1076,Hollow Creek Industrial LP,debt_records,DBT-2024-016,Blackthorn Industrial Partners,0.5674,0.5456,,0.5577,review_queue
sales_records,SR-1076,Hollow Creek Industrial LP,debt_records,DBT-2024-119,Millbrook Commercial LP,0.6462,0.4471,,0.5577,review_queue
sales_records,SR-1235,Pinnacle Ventures,debt_records,DBT-2024-272,Greystone Residential,0.7512,0.3158,,0.5577,review_queue
sales_records,SR-1062,Rosewood Development,debt_records,DBT-2023-262,Rosewood Trust,0.5333,0.5882,,0.5577,review_queue
sales_records,SR-1191,Quailridge Trust,debt_records,DBT-2024-370,Copperfield Trust Group,0.6341,0.4615,,0.5574,review_queue
sales_records,SR-1029,Lakeshore Holdings,debt_records,DBT-2024-207,Cornerstone Office Fund,0.7692,0.2927,,0.5574,review_queue
sales_records,SR-1385,Timberlake Logistics,debt_records,DBT-2024-001,Ferngate Industrial,0.6341,0.4615,,0.5574,review_queue
sales_records,SR-1381,Ironwood Residential,debt_records,DBT-2024-152,Copperfield Investors Partners,0.8114,0.24,,0.5574,review_queue
sales_records,SR-1041,Meridian Investors,debt_records,DBT-2024-199,Ridgeline Partners LP,0.6154,0.4846,,0.5573,review_queue
sales_records,SR-1308,Maple Crest Commercial,debt_records,DBT-2024-198,Amberleaf Holdings LP,0.7789,0.2802,,0.5573,review_queue
sales_records,SR-1206,Overlook Holdings,debt_records,DBT-2024-017,Quailridge Holdings Inc,0.5765,0.5333,,0.5573,review_queue
sales_records,SR-1076,Hollow Creek Industrial LP,debt_records,DBT-2024-044,Grayson Commercial Partners,0.76,0.3038,,0.5572,review_queue
sales_records,SR-1339,Quarrystone Properties,debt_records,DBT-2024-026,Greystone Office,0.5818,0.5263,,0.5571,review_queue
sales_records,SR-1383,Hollow Creek Residential,debt_records,DBT-2024-178,Elm Hollow Partners,0.5935,0.5116,,0.5571,review_queue
sales_records,SR-1035,Kestrel Holdings,debt_records,DBT-2024-062,Coastal Bend Development,0.7628,0.3,,0.5571,review_queue
sales_records,SR-1162,Amberleaf Investors,debt_records,DBT-2024-233,Bluepeak Ventures,0.6471,0.4444,,0.557,review_queue
sales_records,SR-1036,Overlook Commercial Partners,debt_records,DBT-2024-333,Westbrook Ventures,0.6545,0.4348,,0.5569,review_queue
sales_records,SR-1281,Larkspur Capital,debt_records,DBT-2024-397,Union Pacific Capital Fund,0.6595,0.4286,,0.5569,review_queue
sales_records,SR-1157,Blackthorn Development,debt_records,DBT-2024-048,Sable Point Ventures Fund,0.73,0.3404,,0.5568,review_queue
sales_records,SR-1390,Golden Gate Industrial,debt_records,DBT-2024-228,Prairie Wind Industrial,0.5756,0.5333,,0.5568,review_queue
sales_records,SR-1010,Underhill Properties,debt_records,DBT-2024-105,Hollow Creek Development Inc,0.7429,0.3242,,0.5568,review_queue
sales_records,SR-1134,Marlin Bay Office Partners,debt_records,DBT-2024-140,Ironbridge Partners Inc,0.5895,0.5159,,0.5568,review_queue
sales_records,SR-1163,Hearthstone Holdings,debt_records,DBT-2024-117,Ironwood Capital Inc,0.7568,0.3067,,0.5568,review_queue
sales_records,SR-1376,Bayshore Group,debt_records,DBT-2024-226,Delta Ridge Development Inc,0.7529,0.3117,,0.5568,review_queue
sales_records,SR-1181,Windermere Residential,debt_records,DBT-2024-376,Quailridge Industrial LP,0.7484,0.3171,,0.5567,review_queue
sales_records,SR-1222,Nightingale Ventures,debt_records,DBT-2024-294,Valley Forge Ventures Fund,0.5846,0.5217,,0.5566,review_queue
sales_records,SR-1263,Overlook Properties,debt_records,DBT-2024-238,Brightline Properties Group,0.5846,0.5217,,0.5566,review_queue
sales_records,SR-1354,Marlin Bay Ventures,debt_records,DBT-2024-351,Copperfield Ventures,0.55,0.5641,,0.5563,review_queue
sales_records,SR-1373,Yellowpine Development,debt_records,DBT-2024-062,Coastal Bend Development,0.5143,0.6087,,0.5563,review_queue
sales_records,SR-1151,Crestpoint Retail,debt_records,DBT-2024-107,Ashgrove Retail Inc,0.5714,0.5375,,0.5563,review_queue
sales_records,SR-1016,Ember Ridge Capital Inc,debt_records,DBT-2024-132,Birchwood Commercial Group,0.7818,0.2743,,0.5562,review_queue
sales_records,SR-1084,Quarrystone Retail,debt_records,DBT-2024-209,Falcon Creek Capital LP,0.6333,0.4598,,0.5562,review_queue
sales_records,SR-1084,Quarrystone Retail,debt_records,DBT-2024-386,Cornerstone Trust Inc,0.5463,0.5685,,0.5562,review_queue
sales_records,SR-1004,Valley Forge Industrial,debt_records,DBT-2024-055,Canyon Point Development LLC,0.8,0.2513,,0.5561,review_queue
sales_records,SR-1168,Hearthstone Realty,debt_records,DBT-2024-308,Brightline Retail,0.5895,0.5143,,0.5561,review_queue
sales_records,SR-1239,Redwood Industrial,debt_records,DBT-2024-050,Lakeshore Fund Partners,0.7667,0.2927,,0.556,review_queue
sales_records,SR-1329,Coastal Bend Fund LP,debt_records,DBT-2024-284,Silverline Fund Inc,0.5667,0.5426,,0.556,review_queue
sales_records,SR-1175,Hollow Creek Partners,debt_records,DBT-2024-196,Zenith Point Partners,0.5818,0.5238,,0.556,review_queue
sales_records,SR-1294,Willowbrook Trust Fund,debt_records,DBT-2024-344,Overlook Industrial LP,0.6824,0.3978,,0.5559,review_queue
sales_records,SR-1294,Willowbrook Trust Fund,debt_records,DBT-2024-363,Highland Park Partners,0.7097,0.3636,,0.5559,review_queue
sales_records,SR-1248,Sable Point Partners,debt_records,DBT-2023-227,Hollow Creek Properties,0.6286,0.4651,,0.5559,review_queue
sales_records,SR-1176,Pinecrest Group Inc,debt_records,DBT-2024-273,Grayson Capital Partners,0.7636,0.2962,,0.5559,review_queue
sales_records,SR-1030,Golden Gate Holdings Partners,debt_records,DBT-2024-121,Cornerstone Partners Fund,0.6154,0.4815,,0.5559,review_queue
sales_records,SR-1211,Overlook Partners,debt_records,DBT-2024-112,Ashgrove Group,0.6909,0.3871,,0.5559,review_queue
sales_records,SR-1107,Greystone Industrial,debt_records,DBT-2024-249,Coastal Bend Capital LLC,0.6919,0.3855,,0.5557,review_queue
sales_records,SR-1380,Canyon Point Holdings,debt_records,DBT-2024-051,Greystone Logistics Fund,0.7158,0.3556,,0.5557,review_queue
sales_records,SR-1172,Crestpoint Realty Inc,debt_records,DBT-2024-281,Pinecrest Office Inc,0.58,0.5251,,0.5556,review_queue
sales_records,SR-1081,Overlook Realty,debt_records,DBT-2024-394,Kestrel Retail Inc,0.58,0.525,,0.5556,review_queue
sales_records,SR-1008,Cornerstone Investors,debt_records,DBT-2024-122,Lakeshore Ventures Partners,0.8,0.25,,0.5556,review_queue
sales_records,SR-1190,Quarrystone Logistics,debt_records,DBT-2024-358,Grayson Residential,0.64,0.45,,0.5556,review_queue
sales_records,SR-1064,Palmetto Coast Trust,debt_records,DBT-2024-110,Sagebrush Trust Fund,0.64,0.45,,0.5556,review_queue
sales_records,SR-1125,Brightline Holdings,debt_records,DBT-2024-053,Ashford Holdings Fund,0.6,0.5,,0.5556,review_queue
sales_records,SR-1218,Delta Ridge Group,debt_records,DBT-2024-207,Cornerstone Office Fund,0.76,0.3,,0.5556,review_queue
sales_records,SR-1365,Harborview Properties,debt_records,DBT-2024-128,Quarrystone Capital,0.8,0.25,,0.5556,review_queue
sales_records,SR-1159,Maple Crest Ventures,debt_records,DBT-2024-258,Ashford Investors Fund,0.7333,0.3333,,0.5555,review_queue
sales_records,SR-1051,Ashgrove Trust,debt_records,DBT-2024-052,Golden Gate Trust LLC,0.6057,0.4925,,0.5554,review_queue
sales_records,SR-1044,Coastal Bend Group,debt_records,DBT-2023-065,Rosewood Development,0.7892,0.2632,,0.5554,review_queue
sales_records,SR-1369,Highland Park Industrial,debt_records,DBT-2024-389,Falcon Creek Ventures LP,0.6743,0.4067,,0.5554,review_queue
sales_records,SR-1006,Zenith Point Capital Inc,debt_records,DBT-2024-155,Falcon Creek Holdings,0.8114,0.2352,,0.5553,review_queue
sales_records,SR-1223,Sagebrush Partners,debt_records,DBT-2024-391,Delta Ridge Retail Partners,0.5371,0.5778,,0.5552,review_queue
sales_records,SR-1368,Vantage Point Residential Inc,debt_records,DBT-2024-297,Millbrook Retail,0.7733,0.2823,,0.5551,review_queue
sales_records,SR-1317,Cornerstone Logistics LP,debt_records,DBT-2024-223,Pinecrest Fund Group,0.7568,0.3029,,0.5551,review_queue
sales_records,SR-1375,Crestpoint Investors Inc,debt_records,DBT-2024-256,Maple Crest Logistics LP,0.6182,0.476,,0.555,review_queue
sales_records,SR-1204,Ironwood Partners,debt_records,DBT-2023-070,Steelyard Investors LLC,0.7429,0.32,,0.5549,review_queue
sales_records,SR-1332,Elm Hollow Commercial,debt_records,DBT-2023-227,Hollow Creek Properties,0.5622,0.5455,,0.5548,review_queue
